Target,Create_Date,Text,Compound,Positive,Negative,Neutral,Text_Cnt
@CBSNews,Fri Oct 05 00:35:30 +0000 2018,"RT @Mr_Universe2017: @CBSNews America has spoken
Women have spoken

Will @SenatorCollins @lisamurkowski and @JeffFlake listen?

#StopKavana…",0.0,0.0,0.0,1.0,23
@CBSNews,Fri Oct 05 00:35:30 +0000 2018,"RT @CBSNews: Kavanaugh fight rallies GOP ahead of midterms: ""It's like pouring gasoline on the base"" https://t.co/jwT7VIaYke https://t.co/1…",-0.0258,0.118,0.123,0.758,24
@CBSNews,Fri Oct 05 00:35:24 +0000 2018,"RT @CBSNews: HAPPENING NOW: Pres. Trump rallies supporters in Minnesota, as senators in Washington edge closer to confirming his embattled…",0.4404,0.132,0.0,0.868,25
@CBSNews,Fri Oct 05 00:35:20 +0000 2018,@AIIAmericanGirI @realDailyWire Her &amp; Kavanaugh had already been interviewed. Her attorneys are no brighter than th… https://t.co/LT6Ya4fX4W,0.1027,0.131,0.111,0.758,26
@CBSNews,Fri Oct 05 00:35:14 +0000 2018,@CBSNews @ChuckGrassley Funny but you sure the hell didn’t feel like doing things the respectable way when Obama no… https://t.co/70ws0DyVl4,0.5574,0.359,0.192,0.449,27
@CBSNews,Fri Oct 05 00:35:03 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,28
@CBSNews,Fri Oct 05 00:35:03 +0000 2018,RT @alley167: @CBSNews @SenSchumer This is ludicrous. FORD &amp; KAVANAUGH was put on public display 2 solid days you don't care about the trut…,-0.5466,0.06,0.192,0.748,29
@CBSNews,Fri Oct 05 00:35:01 +0000 2018,@CBSNews “DETAINED”. How come they were not arrested and booked?,0.3724,0.221,0.0,0.779,30
@CBSNews,Fri Oct 05 00:34:49 +0000 2018,@mshoo87 @yoTUCKER @CBSNews https://t.co/0Gg2zsYEss,0.0,0.0,0.0,1.0,31
@CBSNews,Fri Oct 05 00:34:35 +0000 2018,@CBSNews What your former boss that would be prosecute for sexual assault?  Oh that ok with YOU FOOLS ISN’T IT?,-0.8622,0.076,0.372,0.552,32
@CBSNews,Fri Oct 05 00:34:32 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,33
@CBSNews,Fri Oct 05 00:34:31 +0000 2018,RT @collycute2: @AmbaPikin @RepKarenBass @judithnwana @CNNAfrica @BBCAfrica @FoxNews @nytimes @VOAAfrica @MSNBC @CBCNews @IndianExpress @Sk…,0.0,0.0,0.0,1.0,34
@CBSNews,Fri Oct 05 00:34:30 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,35
@CBSNews,Fri Oct 05 00:34:29 +0000 2018,@CBSNews @SenSchumer And she did not remember when where does not fly (LIE)  so no confirmed wittiness to her story how is she credible 🤠,-0.4341,0.0,0.111,0.889,36
@CBSNews,Fri Oct 05 00:34:27 +0000 2018,"RT @AmbaPikin: @RepKarenBass @judithnwana Add a voice! #SouthernCameroons
@CNNAfrica @BBCAfrica @FoxNews @nytimes @VOAAfrica @MSNBC @CBCNew…",0.0,0.0,0.0,1.0,37
@CBSNews,Fri Oct 05 00:34:27 +0000 2018,@CBSNews Lock Amy up,0.0,0.0,0.0,1.0,38
@CBSNews,Fri Oct 05 00:34:15 +0000 2018,"@wordsanddeeds2 @CBSNews As if CBS and 90% of the media aren't left-leaning. Again, if you don't see that, I can't help you.",-0.3089,0.0,0.101,0.899,39
@CBSNews,Fri Oct 05 00:34:10 +0000 2018,"RT @SophieInCT: Anti-Kavanaugh protestors marching towards the Supreme Court now. 
Hey @cnn @msnbc @abcnews @CBSNews @NBCNews Feel free to…",0.7845,0.289,0.0,0.711,40
@CBSNews,Fri Oct 05 00:33:54 +0000 2018,"@CBSNews CBS is still comfortable amplifying misogynistic BULLSHIT?? 
VERY ON BRAND, CBS. #LesMoonves",-0.3804,0.172,0.255,0.573,41
@CBSNews,Fri Oct 05 00:33:47 +0000 2018,@wordsanddeeds2 @CBSNews Google it's public records. It's all over the place. I can't help you beyond that. PS - I'… https://t.co/S0SVw0v1PG,-0.3089,0.0,0.111,0.889,42
@CBSNews,Fri Oct 05 00:33:43 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,43
@CBSNews,Fri Oct 05 00:33:31 +0000 2018,RT @CBSNews: Toys R Us comeback in works as bankruptcy auction canceled https://t.co/vwIwyOW9pA https://t.co/c5TrId3LXi,0.0,0.0,0.0,1.0,44
@CBSNews,Fri Oct 05 00:33:24 +0000 2018,@CBSNews Was a disgusting group of evil people.,-0.8316,0.0,0.609,0.391,45
@CBSNews,Fri Oct 05 00:33:13 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,46
@CBSNews,Fri Oct 05 00:33:11 +0000 2018,@NoHighwayOption @CBSNews Interesting. That would explain some things.,0.4019,0.278,0.0,0.722,47
@CBSNews,Fri Oct 05 00:33:07 +0000 2018,"RT @CBSNews: John Paul Stevens says Brett Kavanaugh shouldn't be on the Supreme Court after his ""performance in the hearings"" https://t.co/…",0.5574,0.153,0.0,0.847,48
@CBSNews,Fri Oct 05 00:32:55 +0000 2018,@Kellie82761170 @CBSNews @DavidBegnaud the running is common...ending up dead is not,-0.6486,0.0,0.301,0.699,49
@CBSNews,Fri Oct 05 00:32:40 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,50
@CBSNews,Fri Oct 05 00:32:34 +0000 2018,@CBSNews Yeah we need to back women like Any Schumer and Emily Ratajkowsky! I want Amy to teach our daughters to dr… https://t.co/hL6Fadaebh,0.6476,0.249,0.0,0.751,51
@CBSNews,Fri Oct 05 00:32:26 +0000 2018,@GH23 @CBSNews RealClearPolitics is a right wing publication.  If you consistantly base your opinions on such views… https://t.co/KrwBwinvbo,0.0,0.0,0.0,1.0,52
@CBSNews,Fri Oct 05 00:32:24 +0000 2018,"RT @CBSNews: John Paul Stevens says Brett Kavanaugh shouldn't be on the Supreme Court after his ""performance in the hearings"" https://t.co/…",0.5574,0.153,0.0,0.847,53
@CBSNews,Fri Oct 05 00:32:23 +0000 2018,"Calling all women, and those of us that have been abused! Get out now get photo ID and go out and vote against thes… https://t.co/6iZOdYNijt",-0.5562,0.0,0.13,0.87,54
@CBSNews,Fri Oct 05 00:32:19 +0000 2018,#FakeNewsMedia @ABC @CBSNews @NBCNews @CNBC @CNN @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @SenateMajLdr… https://t.co/v6KxcoBs4N,0.0,0.0,0.0,1.0,55
@CBSNews,Fri Oct 05 00:32:15 +0000 2018,"RT @CBSNews: John Paul Stevens says Brett Kavanaugh shouldn't be on the Supreme Court after his ""performance in the hearings"" https://t.co/…",0.5574,0.153,0.0,0.847,56
@CBSNews,Fri Oct 05 00:31:55 +0000 2018,Remember these men they want to tell U what to do with ur body and they need kavanaugh to do. @lisamurkowski… https://t.co/8WidsjF9gx,0.0772,0.061,0.0,0.939,57
@CBSNews,Fri Oct 05 00:31:51 +0000 2018,RT @YaaYaaWhat: @LindaMarkss @SteveK77851442 @realDonaldTrump @CNN @foxandfriends @NBCNews @washingtonpost @CBSNews @nytimes And thats prob…,0.0,0.0,0.0,1.0,58
@CBSNews,Fri Oct 05 00:31:36 +0000 2018,@JessieFlagg1 @CBSNews I was just curious as to the tone of her statements about him. I agree that neither was nece… https://t.co/6HJQtDRKTs,0.5859,0.211,0.0,0.789,59
@CBSNews,Fri Oct 05 00:31:33 +0000 2018,@CBSNews https://t.co/G0iGmVHdor,0.0,0.0,0.0,1.0,60
@CBSNews,Fri Oct 05 00:31:30 +0000 2018,"@CBSNews I couldn't make sense of the pic at first. His back leg is on left &amp; his tail is curved, bottom right. -E",0.0,0.0,0.0,1.0,61
@CBSNews,Fri Oct 05 00:31:25 +0000 2018,@CBSThisMorning @CBSNews @biannagolodryga @GayleKing @NorahODonnell @jdickerson John don’t go away mad John just go… https://t.co/yVTIXqd2xg,-0.4939,0.0,0.186,0.814,62
@CBSNews,Fri Oct 05 00:31:10 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,63
@CBSNews,Fri Oct 05 00:31:06 +0000 2018,RT @CBSNews: Missing dog found clinging to pipe above 8-foot pit of water in New Jersey https://t.co/89jTmUFSbe https://t.co/C5zQh5ldVH,-0.296,0.0,0.115,0.885,64
@CBSNews,Fri Oct 05 00:31:00 +0000 2018,@CBSNews @carol_NC66 Blah blah blah. Always everyone else’s fault besides the Tony hand orange slug. They’re all fu… https://t.co/LekmYsVhq7,-0.1779,0.133,0.286,0.581,65
@CBSNews,Fri Oct 05 00:30:55 +0000 2018,RT @DavidBegnaud: Here is the live running blog of updates from @CBSNews about the 5 law enforcement officers who were shot late this after…,0.0,0.0,0.0,1.0,66
@CBSNews,Fri Oct 05 00:30:49 +0000 2018,"@RNRLouisiana @DrMartyFox @CBSNews @CaptClayHiggins First one to fail, Maxine Waters, then Nancy Pelosi.",-0.5423,0.0,0.226,0.774,67
@CBSNews,Fri Oct 05 00:30:31 +0000 2018,RT @MasonRaeDixon: Ready 2 see #Kavanaugh sexual assault &amp; harassment victims file police reports 1st thing tomorrow morning &amp; notify press…,-0.7964,0.089,0.342,0.569,68
@CBSNews,Fri Oct 05 00:30:30 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,69
@CBSNews,Fri Oct 05 00:30:27 +0000 2018,"RT @CBSNews: All Palm Beach County, Florida, beaches closed over red tide health concerns https://t.co/1br123i9MX https://t.co/9U3noQ77mU",0.0,0.0,0.0,1.0,70
@CBSNews,Fri Oct 05 00:30:19 +0000 2018,"Attacking pork.

https://t.co/uhtH8zHFxV via @cbsnews",-0.4588,0.0,0.429,0.571,71
@CBSNews,Fri Oct 05 00:30:16 +0000 2018,@ginger_culchie @nickshep7777 @lkkaiser @CBSNews The article that made these allegations is a german news source th… https://t.co/1LXobRnJwF,0.0,0.0,0.0,1.0,72
@CBSNews,Fri Oct 05 00:30:12 +0000 2018,"RT @CBSNews: ""This is almost rock-bottom. I would like to have the future of mending things so that we can do things in a collegial way tha…",0.3041,0.085,0.0,0.915,73
@CBSNews,Fri Oct 05 00:30:09 +0000 2018,@yoTUCKER @CBSNews @TaraMcFarling1 A moment of silence on this sad occasion 😔,-0.561,0.0,0.287,0.713,74
@CBSNews,Fri Oct 05 00:30:06 +0000 2018,@CovfefusMaximus @CBSNews And double-gloves for the cavity search.,0.0,0.0,0.0,1.0,75
@CBSNews,Fri Oct 05 00:30:04 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,76
@CBSNews,Fri Oct 05 00:30:00 +0000 2018,@OnlyInTheGame @CBSNews No such thing as a patriotic dem. That party left ya.,0.128,0.181,0.148,0.671,77
@CBSNews,Fri Oct 05 00:29:50 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,78
@CBSNews,Fri Oct 05 00:29:47 +0000 2018,RT @bantyranny: @AP @MSNBC @StarTribune @EFEnoticias @BBCWorld @CBSNews @Telemundo @UnivisionNews @nytimes @Reuters @CNN @impreMedia @latim…,0.0,0.0,0.0,1.0,79
@CBSNews,Fri Oct 05 00:29:45 +0000 2018,RT @CBSNews: HEARTWARMING: A teacher breaks down in tears after the mother of a student buys her a car so she can get to work every day.…,0.4466,0.138,0.069,0.793,80
@CBSNews,Fri Oct 05 00:29:31 +0000 2018,"#China has a copy since all #chicom-made server quipment have the spy chip. 
#MAGA #Kavanaugh… https://t.co/ZaeY3WpgtK",0.0,0.0,0.0,1.0,81
@CBSNews,Fri Oct 05 00:29:30 +0000 2018,"@maddow @CNN @CBSNews @NBCNews @MSNBC 

Can someone find out what BKs grades and test scores were?  Were they good… https://t.co/vvKWXXihrN",0.0,0.0,0.0,1.0,82
@CBSNews,Fri Oct 05 00:29:23 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,83
@CBSNews,Fri Oct 05 00:29:10 +0000 2018,"RT @CBSNews: INCREDIBLE: People are ""falling"" in love with these colorful autumn leaves captured by a drone flying high above Utah's Ogden…",0.6369,0.174,0.0,0.826,84
@CBSNews,Fri Oct 05 00:29:10 +0000 2018,Ready 2 see #Kavanaugh sexual assault &amp; harassment victims file police reports 1st thing tomorrow morning &amp; notify… https://t.co/Mv8rdxuCg9,-0.7964,0.096,0.368,0.536,85
@CBSNews,Fri Oct 05 00:28:41 +0000 2018,RT @LoRiLyNn509: Please don’t forget about my niece Sam❤️Sam is still missing from a day #hike on Vesper Peak in #WA state. Kevin is still…,-0.2023,0.084,0.15,0.766,86
@CBSNews,Fri Oct 05 00:28:23 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,87
@CBSNews,Fri Oct 05 00:28:10 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,88
@CBSNews,Fri Oct 05 00:28:10 +0000 2018,RT @ivotedmovie: @CBSNews report on how voting machines can be hacked. @jennycohn1 @MarilynRMarks1 @mjoehlerich @toddcarey @jhalderm @Verif…,-0.4019,0.0,0.144,0.856,89
@CBSNews,Fri Oct 05 00:28:04 +0000 2018,RT @CBSNews: RESCUING ROSCO: A family thought their little dog was lost forever – then workers at a nearby water plant heard barking coming…,-0.2585,0.0,0.092,0.908,90
@CBSNews,Fri Oct 05 00:28:04 +0000 2018,@realDonoIdTromp @Seanyx3Devorah @realDonaldTrump @GOP @SenateGOP @HouseGOP @WhiteHouse @VP @FLOTUS @IvankaTrump… https://t.co/sMZvIQZ7Ny,0.0,0.0,0.0,1.0,91
@CBSNews,Fri Oct 05 00:27:54 +0000 2018,"SO THIS IS HOW KAVANAUGH
TREATS ATTORNEYS &amp; CIVILIANS WHEN THEY'RE IN HIS COURTROOM?
FUCKING INCREDIBLY SCARY!… https://t.co/u6zK9puSeE",0.0,0.0,0.0,1.0,92
@CBSNews,Fri Oct 05 00:27:49 +0000 2018,@MSNBC @NBCNews @CBSNews @FoxNews @ABC https://t.co/rDeLPlXC3A,0.0,0.0,0.0,1.0,93
@CBSNews,Fri Oct 05 00:27:49 +0000 2018,@CBSNews @herb_bird,0.0,0.0,0.0,1.0,94
@CBSNews,Fri Oct 05 00:27:47 +0000 2018,"@NBCNews @ABC @CBSNews Hope I am wrong but, @realDonaldTrump ; @senatemajldr @SpeakerRyan &amp; Gang will rape a whole… https://t.co/Rxxm7CySfH",-0.8248,0.083,0.365,0.552,95
@CBSNews,Fri Oct 05 00:27:34 +0000 2018,"RT @Mr_Universe2017: @CBSNews America has spoken
Women have spoken

Will @SenatorCollins @lisamurkowski and @JeffFlake listen?

#StopKavana…",0.0,0.0,0.0,1.0,96
@CBSNews,Fri Oct 05 00:27:25 +0000 2018,"RT @CBSNews: Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW…",-0.5574,0.0,0.261,0.739,97
@CBSNews,Fri Oct 05 00:27:22 +0000 2018,@abcnews @NBCNews @CBSNews @CNN @axios https://t.co/RNyDn75DiG,0.0,0.0,0.0,1.0,98
@CBSNews,Fri Oct 05 00:27:21 +0000 2018,"RT @RNRLouisiana: GOP lawmaker wants members of Congress to be drug tested. #lalege

https://t.co/k4TFbLOv0Q via @CBSNews @CaptClayHiggins",0.0,0.0,0.0,1.0,99
@CNN,Fri Oct 05 00:37:30 +0000 2018,@TylersOH @CNN Says the man with an obsession with trolling. Lol. Tell me more oh enlightened one.,0.5965,0.277,0.106,0.617,0
@CNN,Fri Oct 05 00:37:29 +0000 2018,.@CNN's covers up the party affiliation of Dem staffer who doxxed Senate Republicans during Kavanaugh hearing #TTT https://t.co/9qDPdKvXnb,0.4019,0.137,0.0,0.863,1
@CNN,Fri Oct 05 00:37:29 +0000 2018,RT @CNN: Retired Supreme Court Justice John Paul Stevens said SCOTUS nominee Brett Kavanaugh does not belong on the nation's highest court:…,0.7906,0.259,0.0,0.741,2
@CNN,Fri Oct 05 00:37:28 +0000 2018,@CNN Kind of scary that people had their minds made up beforehand. Then what the hell was the point of the investigation?,-0.8316,0.0,0.281,0.719,3
@CNN,Fri Oct 05 00:37:27 +0000 2018,"RT @CNN: This Paris park, home to horse riding schools and a zoo, has a dark side. It's where Nigerian women are forced into prostitution b…",-0.4588,0.0,0.115,0.885,4
@CNN,Fri Oct 05 00:37:25 +0000 2018,"RT @RandPaul: A letter from my wife, @KelleyAshbyPaul “My husband, Rand Paul, and our family have suffered intimidation and threats...@CNN…",-0.7184,0.0,0.261,0.739,5
@CNN,Fri Oct 05 00:37:25 +0000 2018,"RT @CNN: Why North Dakota Sen. Heidi Heitkamp's ""no"" vote on Kavanaugh could make political sense https://t.co/ejtrdPLYtu https://t.co/VGjH…",0.0,0.0,0.0,1.0,6
@CNN,Fri Oct 05 00:37:24 +0000 2018,"RT @CNN: Albert Einstein's famous ""God Letter"" is expected to fetch at least $1 million when it goes up for auction in December https://t.c…",0.2732,0.084,0.0,0.916,7
@CNN,Fri Oct 05 00:37:24 +0000 2018,"@RVAwonk @CNN Hey, look!  Another lie!  Maybe we should rename it the White Lie House.",0.0,0.0,0.0,1.0,8
@CNN,Fri Oct 05 00:37:19 +0000 2018,"@_rxdoc @CNN Rxdox, I hear you’re a a child rapist. No proof of that, but hey, only the allegation is needed, right?",-0.5499,0.0,0.211,0.789,9
@CNN,Fri Oct 05 00:37:18 +0000 2018,"RT @RandPaul: A letter from my wife, @KelleyAshbyPaul “My husband, Rand Paul, and our family have suffered intimidation and threats...@CNN…",-0.7184,0.0,0.261,0.739,10
@CNN,Fri Oct 05 00:37:18 +0000 2018,@amber_athey @CNN 👍,0.0,0.0,0.0,1.0,11
@CNN,Fri Oct 05 00:37:18 +0000 2018,"RT @RVAwonk: Per @CNN, Dr. Christine Blasey Ford's attorneys have confirmed that the FBI concluded its investigation without interviewing F…",0.0,0.0,0.0,1.0,12
@CNN,Fri Oct 05 00:37:17 +0000 2018,@CNN He was being accused of being a serial rapist. Exactly what type of reaction were you expecting?,-0.7964,0.0,0.321,0.679,13
@CNN,Fri Oct 05 00:37:17 +0000 2018,RT @CNN: Retired Supreme Court Justice John Paul Stevens said SCOTUS nominee Brett Kavanaugh does not belong on the nation's highest court:…,0.7906,0.259,0.0,0.741,14
@CNN,Fri Oct 05 00:37:17 +0000 2018,"RT @RVAwonk: WH Deputy Press Secretary Raj Shah just told @CNN that Kavanaugh doesn't known Deborah Ramirez and has never spoken to her.

.…",0.0,0.0,0.0,1.0,15
@CNN,Fri Oct 05 00:37:16 +0000 2018,"Complaints filled against DR. Allen Steere!

⁦@CNN⁩ ⁦⁦⁦⁦⁦@MassGeneralNews⁩ @FoxNews⁩ ⁦@AltUSDOJ⁩ 
Time to investiga… https://t.co/RBHXz0PFfP",-0.4574,0.0,0.187,0.813,16
@CNN,Fri Oct 05 00:37:13 +0000 2018,"RT @CNN: Albert Einstein's famous ""God Letter"" is expected to fetch at least $1 million when it goes up for auction in December https://t.c…",0.2732,0.084,0.0,0.916,17
@CNN,Fri Oct 05 00:37:12 +0000 2018,"RT @Navy_Lady_45: @CNN 🚨🚨🚨URGENT:  ALL #Republicans &amp; #TrumpSupporters

Stay away from all Anti-Kavanaugh protesters in your area.  They wi…",-0.2263,0.0,0.095,0.905,18
@CNN,Fri Oct 05 00:37:12 +0000 2018,@ColdFuentes @CNN Lol!,0.4753,0.607,0.0,0.393,19
@CNN,Fri Oct 05 00:37:11 +0000 2018,"@CNN Hence why many see that there are many in politics that do not care if things are truth or not, if the report… https://t.co/GMnLH7Acyg",-0.0844,0.082,0.094,0.824,20
@CNN,Fri Oct 05 00:37:10 +0000 2018,RT @honoraryamerica: @CNN These are different times and these were offensive allegations.  He has a right to be angry and to fight back.  H…,-0.836,0.0,0.308,0.692,21
@CNN,Fri Oct 05 00:37:10 +0000 2018,@CNN Not a Tern was left unstoned,0.0,0.0,0.0,1.0,22
@CNN,Fri Oct 05 00:37:09 +0000 2018,@amber_athey @musicaljane1 @CNN Wow !!!,0.6884,0.539,0.0,0.461,23
@CNN,Fri Oct 05 00:37:09 +0000 2018,"Judge Kavanaugh also believes the President's authority to pardon or choose not to investigate crimes is ""absolute""… https://t.co/8JaSNmtyRK",0.3818,0.184,0.0,0.816,24
@CNN,Fri Oct 05 00:37:08 +0000 2018,@OutFrontCNN @CNN Good!!,0.5399,0.635,0.0,0.365,25
@CNN,Fri Oct 05 00:37:08 +0000 2018,RT @Glazetron: tell us again the arena isn't packed @CNN @MSNBC @ABC @NBC @nytimes @washingtonpost &amp; all you other fake news orgs out there…,-0.4767,0.0,0.119,0.881,26
@CNN,Fri Oct 05 00:37:08 +0000 2018,"RT @RealMAGASteve: Ted Koppel with an epic take-down of @CNN and @BrianStelter 

Koppel: “You would be lost without @realDonaldTrump. CNN’s…",-0.3182,0.0,0.108,0.892,27
@CNN,Fri Oct 05 00:37:07 +0000 2018,"@CNN Wow.  36 out of the 55,000,000 or so deaths every year.  Super important reporting there.",0.8591,0.422,0.0,0.578,28
@CNN,Fri Oct 05 00:37:06 +0000 2018,RT @CNN: Nebraska Republican Sen. Ben Sasse: 'I urged President Trump to nominate a woman' to the Supreme Court in June before Kavanaugh wa…,0.5574,0.141,0.0,0.859,29
@CNN,Fri Oct 05 00:37:06 +0000 2018,"RT @RVAwonk: Per @CNN, Dr. Christine Blasey Ford's attorneys have confirmed that the FBI concluded its investigation without interviewing F…",0.0,0.0,0.0,1.0,30
@CNN,Fri Oct 05 00:37:05 +0000 2018,@CNN Nelson is an old political hack that deserves to be sent to the old folks home where he can sit around and jab… https://t.co/Lr2iFoWx70,0.0,0.0,0.0,1.0,31
@CNN,Fri Oct 05 00:37:03 +0000 2018,RT @Glazetron: tell us again the arena isn't packed @CNN @MSNBC @ABC @NBC @nytimes @washingtonpost &amp; all you other fake news orgs out there…,-0.4767,0.0,0.119,0.881,32
@CNN,Fri Oct 05 00:37:02 +0000 2018,"RT @MidwesternMama2: @AC360 @CNN 2 things wrong here:

1) he was coached my Trump and McGahn to come out swinging.... that was always plann…",-0.4767,0.0,0.124,0.876,33
@CNN,Fri Oct 05 00:37:02 +0000 2018,"RT @RandPaul: A letter from my wife, @KelleyAshbyPaul “My husband, Rand Paul, and our family have suffered intimidation and threats...@CNN…",-0.7184,0.0,0.261,0.739,34
@CNN,Fri Oct 05 00:37:02 +0000 2018,RT @CNN: GOP Sen. Steve Daines will be out Saturday; the impact on the Kavanaugh vote is unclear https://t.co/pbr9E6c5ww https://t.co/RF9lg…,-0.25,0.0,0.095,0.905,35
@CNN,Fri Oct 05 00:37:01 +0000 2018,"RT @moodysally1: Judge Kavanaugh also believes the President's authority to pardon or choose not to investigate crimes is ""absolute"" #cance…",0.3818,0.167,0.0,0.833,36
@CNN,Fri Oct 05 00:37:01 +0000 2018,"@OutFrontCNN @CNN @KateBolduan As for Democrats their focus was on what they “wanted” to be in it, to be more accurate.",0.0,0.0,0.0,1.0,37
@CNN,Fri Oct 05 00:37:01 +0000 2018,@BigT29682905 @CNN Because he was a good Justice.,0.743,0.558,0.0,0.442,38
@CNN,Fri Oct 05 00:37:00 +0000 2018,@CNN Call the FBI. Interview nine birds. But fail to interview the birds with first-hand knowledge of the drunken b… https://t.co/C7RS3gw7Ih,-0.5423,0.0,0.149,0.851,39
@CNN,Fri Oct 05 00:37:00 +0000 2018,RT @CNN: Retired Supreme Court Justice John Paul Stevens said SCOTUS nominee Brett Kavanaugh does not belong on the nation's highest court:…,0.7906,0.259,0.0,0.741,40
@CNN,Fri Oct 05 00:36:58 +0000 2018,"RT @RandPaul: A letter from my wife, @KelleyAshbyPaul “My husband, Rand Paul, and our family have suffered intimidation and threats...@CNN…",-0.7184,0.0,0.261,0.739,41
@CNN,Fri Oct 05 00:36:57 +0000 2018,RT @CNN: Democratic Sen. Jeff Merkley said the FBI's supplemental investigation into allegations of sexual misconduct against Supreme Court…,0.5574,0.167,0.0,0.833,42
@CNN,Fri Oct 05 00:36:56 +0000 2018,"RT @CNN: This is how Ruth Bader Ginsburg, the oldest sitting Supreme Court Justice, stays in shape. She attributes her long career to her f…",0.7906,0.233,0.0,0.767,43
@CNN,Fri Oct 05 00:36:55 +0000 2018,@TammyWr44928470 @CNN That’s all Washington is is back pedaling individuals,0.0,0.0,0.0,1.0,44
@CNN,Fri Oct 05 00:36:55 +0000 2018,@OutFrontCNN @CNN He’s an old white man who still thinks his wife needs to have dinner on the table at 5:30pm and h… https://t.co/t2GWgal1Gh,0.0,0.0,0.0,1.0,45
@CNN,Fri Oct 05 00:36:54 +0000 2018,"RT @RandPaul: A letter from my wife, @KelleyAshbyPaul “My husband, Rand Paul, and our family have suffered intimidation and threats...@CNN…",-0.7184,0.0,0.261,0.739,46
